job_name,company_name,salary_low,salary_high,location,experience,education,company_size,industry,description
数据分析实习生,万科集团,13,28,南山区,经验不限,本科,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、统计分析、Hadoop、A/B测试。
数据产品经理,华润置地,12,18,光明区,1-3年,大专,10000人以上,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、爬虫、数据仓库、Pandas。
数据产品经理,比亚迪,14,25,罗湖区,经验不限,本科,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、NumPy、Hive、机器学习。
数据产品经理,比亚迪,10,14,龙岗区,1-3年,本科,10000人以上,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、统计分析、数据仓库、SQL。
数据分析实习生,比亚迪,17,32,宝安区,1-3年,本科,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、爬虫、Tableau、ETL。
数据产品经理,顺丰速运,12,17,坪山区,3-5年,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、机器学习、Hadoop、数据仓库。
数据挖掘工程师,深蓝信息,11,19,龙华区,1-3年,本科,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、SQL。
BI分析师,华为技术,11,17,盐田区,3-5年,本科,1000-9999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、爬虫、可视化、SQL、NumPy。
商业分析,万科集团,11,20,盐田区,应届生,硕士,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、Spark。
数据产品经理,腾讯科技,9,16,南山区,1-3年,本科,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、Excel、NumPy。
商业分析,中兴通讯,11,17,光明区,应届生,本科,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、Hive。
数据产品经理,招商银行,10,23,宝安区,1-3年,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、数据仓库、爬虫、Tableau、Excel。
商业分析,云帆数据,7,11,坪山区,1-3年,本科,1000-9999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、MySQL、Hadoop。
商业分析,腾讯科技,10,22,宝安区,经验不限,博士,20-99人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Hive。
数据产品经理,星辰互联网,12,23,南山区,1-3年,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、SQL。
数据产品经理,华为技术,8,14,光明区,1-3年,大专,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Python、爬虫。
BI分析师,顺丰速运,12,28,龙岗区,1-3年,硕士,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Pandas。
BI分析师,招商银行,8,10,罗湖区,3-5年,博士,100-499人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Tableau、SQL、MySQL、PowerBI。
数据分析实习生,腾讯科技,11,16,南山区,1-3年,硕士,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Excel、Hive、数据仓库、Pandas。
数据运营,顺丰速运,7,14,盐田区,应届生,硕士,1000-9999人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Spark、可视化、Pandas。
数据挖掘工程师,平安科技,10,18,龙岗区,经验不限,硕士,10000人以上,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、Hadoop、Spark、Tableau。
数据运营,极光智能,13,21,光明区,1-3年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、NumPy、SQL。
商业分析,深蓝信息,6,10,盐田区,3-5年,本科,20-99人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Python、NumPy、MySQL、Hive。
数据分析师,华为技术,13,21,罗湖区,1-3年,大专,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、Hive、数据仓库。
商业分析,智联科技,12,14,宝安区,1-3年,本科,500-999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、SQL、Python。
数据挖掘工程师,中兴通讯,9,18,盐田区,3-5年,大专,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、数据挖掘、SQL。
商业分析,大疆创新,16,28,宝安区,应届生,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、A/B测试。
数据产品经理,腾讯科技,12,21,福田区,1-3年,大专,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、爬虫。
数据产品经理,智联科技,10,12,盐田区,5-10年,本科,20-99人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Spark、ETL。
数据产品经理,智联科技,13,19,龙华区,1-3年,大专,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、Spark、Hadoop。
BI分析师,比亚迪,7,13,福田区,应届生,本科,20-99人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、数据挖掘、PowerBI、ETL、FineBI。
商业分析,极光智能,9,12,宝安区,1-3年,大专,100-499人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、FineBI。
商业分析,腾讯科技,12,15,坪山区,1-3年,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Tableau、数据仓库、NumPy、Pandas。
数据运营,华润置地,16,27,光明区,1-3年,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、统计分析、Spark。
数据分析实习生,平安科技,8,16,光明区,1-3年,硕士,100-499人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、PowerBI、数据仓库、FineBI。
数据运营,深蓝信息,10,19,龙岗区,5-10年,本科,10000人以上,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、Hadoop、ETL、MySQL。
数据产品经理,深蓝信息,16,31,坪山区,经验不限,硕士,1000-9999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、统计分析。
数据运营,星辰互联网,10,19,龙岗区,5-10年,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、PowerBI。
数据挖掘工程师,中兴通讯,9,18,福田区,1-3年,本科,500-999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、统计分析、机器学习。
数据产品经理,腾讯科技,15,31,光明区,1-3年,硕士,10000人以上,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、SQL、Python、数据挖掘。
数据分析实习生,深蓝信息,13,24,龙华区,3-5年,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、A/B测试、Tableau。
数据分析实习生,云帆数据,5,11,坪山区,应届生,大专,100-499人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Tableau、数据挖掘、Python。
数据分析实习生,深蓝信息,10,16,龙华区,1-3年,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、数据仓库、ETL、Hadoop。
数据分析实习生,平安科技,12,22,坪山区,应届生,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、Hadoop、机器学习、PowerBI、Spark。
数据挖掘工程师,万科集团,11,17,坪山区,1-3年,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、Hadoop。
数据分析实习生,腾讯科技,16,27,龙华区,1-3年,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、爬虫、Python、Hive。
数据挖掘工程师,华润置地,7,13,盐田区,1-3年,本科,500-999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Excel、Pandas、Tableau。
数据分析师,智联科技,9,14,福田区,经验不限,本科,20-99人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、PowerBI、ETL、可视化、Excel。
商业分析,云帆数据,10,16,龙华区,应届生,大专,20-99人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Excel、机器学习、数据挖掘。
商业分析,大疆创新,15,28,龙华区,应届生,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、SQL。
BI分析师,华为技术,9,18,罗湖区,3-5年,本科,20-99人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、FineBI、Python、MySQL、Tableau。
商业分析,星辰互联网,14,31,坪山区,经验不限,本科,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、ETL、数据仓库、NumPy。
BI分析师,大疆创新,10,22,坪山区,1-3年,大专,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、可视化、Hive、NumPy。
数据挖掘工程师,顺丰速运,11,22,宝安区,应届生,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、A/B测试。
数据产品经理,华为技术,8,16,罗湖区,应届生,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、NumPy、机器学习、Pandas。
数据运营,中兴通讯,9,17,盐田区,经验不限,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、FineBI、Hadoop。
数据分析师,比亚迪,8,10,宝安区,3-5年,本科,500-999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、NumPy、Spark、MySQL。
数据运营,中兴通讯,14,29,坪山区,应届生,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、ETL、PowerBI、数据挖掘。
数据分析师,深蓝信息,9,21,南山区,3-5年,本科,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、PowerBI、SQL、数据挖掘、MySQL。
商业分析,招商银行,9,16,罗湖区,应届生,本科,20-99人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Python、机器学习、Tableau。
数据分析实习生,平安科技,10,19,龙岗区,1-3年,本科,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、机器学习、Excel。
数据产品经理,招商银行,10,16,坪山区,3-5年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、FineBI、Spark、Pandas、数据挖掘。
BI分析师,万科集团,9,17,龙岗区,1-3年,本科,500-999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、数据挖掘。
商业分析,比亚迪,13,27,龙华区,1-3年,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Tableau、机器学习。
数据分析实习生,平安科技,12,19,龙岗区,1-3年,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、Spark、Pandas。
数据分析实习生,万科集团,15,26,龙岗区,1-3年,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、FineBI、Tableau。
BI分析师,平安科技,14,18,南山区,应届生,硕士,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、数据仓库、Python、爬虫、Excel。
数据挖掘工程师,中兴通讯,14,21,龙岗区,经验不限,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、Hive、数据挖掘。
BI分析师,万科集团,12,21,福田区,经验不限,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、FineBI、可视化。
数据分析实习生,中兴通讯,9,9,南山区,3-5年,本科,1000-9999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、NumPy。
数据分析师,深蓝信息,10,17,光明区,1-3年,本科,0-20人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、MySQL、统计分析、Hadoop、Pandas。
数据挖掘工程师,招商银行,14,26,福田区,经验不限,硕士,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、FineBI、Hive。
数据产品经理,招商银行,10,21,龙华区,1-3年,大专,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、ETL、可视化、Hadoop。
数据分析实习生,大疆创新,11,20,坪山区,3-5年,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、爬虫、Hadoop、统计分析、NumPy。
数据分析实习生,中兴通讯,7,18,龙岗区,应届生,本科,1000-9999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、统计分析。
数据分析师,极光智能,5,16,龙岗区,1-3年,本科,20-99人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Hadoop、Excel、SQL。
数据产品经理,华润置地,12,20,罗湖区,1-3年,本科,10000人以上,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、A/B测试、Python。
数据分析实习生,腾讯科技,14,20,坪山区,1-3年,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、机器学习。
数据运营,星辰互联网,9,14,光明区,1-3年,本科,500-999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、FineBI。
数据运营,比亚迪,17,30,罗湖区,经验不限,硕士,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Python、数据挖掘、Tableau、可视化。
BI分析师,顺丰速运,16,23,龙华区,5-10年,硕士,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、统计分析、MySQL、机器学习。
商业分析,深蓝信息,12,21,南山区,1-3年,本科,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Spark、可视化。
数据分析师,云帆数据,9,14,罗湖区,经验不限,大专,500-999人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、ETL、Tableau、MySQL。
数据运营,平安科技,10,20,宝安区,1-3年,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、机器学习、FineBI、数据仓库。
数据挖掘工程师,华为技术,9,14,福田区,3-5年,本科,500-999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、SQL。
数据运营,中兴通讯,9,17,罗湖区,1-3年,博士,10000人以上,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、机器学习、NumPy、SQL。
BI分析师,腾讯科技,16,29,坪山区,经验不限,硕士,1000-9999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、Hive、A/B测试、Spark、Python。
BI分析师,华为技术,11,21,龙华区,1-3年,硕士,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、数据挖掘、MySQL、Spark。
数据分析实习生,大疆创新,12,19,龙华区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、机器学习、Pandas。
商业分析,极光智能,10,20,光明区,应届生,硕士,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、Tableau、可视化、MySQL、NumPy。
数据产品经理,比亚迪,9,14,盐田区,经验不限,本科,500-999人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、Tableau、SQL、PowerBI、数据挖掘。
数据产品经理,比亚迪,12,26,罗湖区,1-3年,本科,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Python、可视化、Pandas。
BI分析师,万科集团,13,17,坪山区,应届生,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Excel、统计分析、爬虫、FineBI。
数据分析实习生,智联科技,9,20,龙华区,1-3年,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、Tableau。
数据产品经理,顺丰速运,11,18,罗湖区,1-3年,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Hive、A/B测试、可视化。
数据产品经理,招商银行,10,19,罗湖区,5-10年,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Pandas、数据仓库。
数据分析师,腾讯科技,13,22,光明区,1-3年,博士,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、统计分析、爬虫。
数据产品经理,平安科技,11,19,龙岗区,1-3年,本科,0-20人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、MySQL、A/B测试、数据挖掘。
BI分析师,平安科技,14,31,盐田区,1-3年,本科,500-999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、MySQL、ETL、机器学习。
数据运营,大疆创新,8,11,罗湖区,应届生,大专,100-499人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、爬虫、MySQL。
商业分析,顺丰速运,16,32,南山区,3-5年,本科,500-999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Hadoop。
商业分析,招商银行,14,21,龙岗区,1-3年,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、Excel、可视化。
数据挖掘工程师,深蓝信息,12,20,罗湖区,经验不限,本科,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Excel、Tableau、NumPy、爬虫。
商业分析,顺丰速运,13,22,盐田区,应届生,大专,0-20人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、Pandas。
商业分析,云帆数据,10,21,南山区,经验不限,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、爬虫、MySQL、Hadoop。
数据分析师,极光智能,12,25,龙岗区,应届生,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、PowerBI、数据挖掘、统计分析、Python。
数据挖掘工程师,中兴通讯,11,21,宝安区,1-3年,大专,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、PowerBI。
数据分析实习生,智联科技,14,25,南山区,1-3年,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、PowerBI、Hadoop、SQL、数据仓库。
商业分析,比亚迪,6,15,南山区,应届生,本科,20-99人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、SQL、MySQL。
数据挖掘工程师,华为技术,9,16,宝安区,应届生,大专,500-999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、Hadoop。
数据分析师,平安科技,12,20,盐田区,经验不限,博士,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、PowerBI、Python、统计分析。
数据分析师,中兴通讯,10,18,盐田区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Hadoop、Spark。
数据挖掘工程师,万科集团,11,22,坪山区,应届生,本科,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Hadoop、A/B测试、Python。
数据产品经理,平安科技,9,12,南山区,1-3年,本科,500-999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、ETL、统计分析、PowerBI。
BI分析师,平安科技,16,32,罗湖区,经验不限,本科,20-99人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、NumPy。
数据分析师,中兴通讯,10,19,宝安区,应届生,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、数据仓库、数据挖掘、SQL、Hadoop。
数据分析实习生,智联科技,9,16,盐田区,3-5年,硕士,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、ETL。
数据运营,星辰互联网,12,22,南山区,3-5年,本科,0-20人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Excel。
数据分析师,云帆数据,10,11,宝安区,1-3年,本科,100-499人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Tableau、ETL。
数据分析师,星辰互联网,12,21,龙华区,1-3年,本科,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、FineBI。
数据产品经理,平安科技,17,28,坪山区,5-10年,本科,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Spark、Hadoop、可视化。
数据产品经理,比亚迪,12,22,宝安区,1-3年,本科,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、A/B测试、数据仓库、统计分析。
BI分析师,腾讯科技,10,20,坪山区,应届生,硕士,0-20人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Spark、Python。
BI分析师,华润置地,7,13,龙岗区,应届生,本科,20-99人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、数据仓库、机器学习、ETL。
BI分析师,大疆创新,11,16,宝安区,1-3年,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、数据仓库、Pandas。
数据产品经理,星辰互联网,15,26,光明区,应届生,大专,1000-9999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、FineBI、Pandas、机器学习。
数据产品经理,星辰互联网,13,16,光明区,应届生,本科,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、Hive、机器学习。
数据挖掘工程师,万科集团,13,21,坪山区,应届生,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Spark、Excel。
商业分析,顺丰速运,12,27,福田区,1-3年,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、ETL、PowerBI。
BI分析师,万科集团,16,24,坪山区,经验不限,大专,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Excel、Pandas、可视化。
数据运营,比亚迪,14,24,南山区,3-5年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、NumPy、A/B测试、SQL、机器学习。
数据挖掘工程师,云帆数据,12,19,福田区,应届生,大专,10000人以上,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Python、Spark。
商业分析,中兴通讯,8,16,南山区,经验不限,本科,20-99人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、MySQL、NumPy、Python。
数据运营,平安科技,16,23,南山区,经验不限,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Python。
数据挖掘工程师,深蓝信息,12,23,龙华区,3-5年,大专,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、统计分析、Hive、Pandas、Spark。
数据分析师,平安科技,16,27,宝安区,1-3年,本科,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、机器学习。
商业分析,大疆创新,8,13,龙岗区,应届生,本科,100-499人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Hive、数据挖掘、SQL。
数据分析师,华润置地,11,20,罗湖区,经验不限,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、统计分析、Hive。
数据产品经理,智联科技,9,16,宝安区,1-3年,本科,100-499人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、Spark、A/B测试、NumPy。
